data;temp;
2019-07-14;17.1;
2019-07-15;14.6;
2019-07-16;9.2;
2019-07-17;11;
2019-07-18;13.4;
2019-07-19;14.3;
2019-07-20;17.3;
2019-07-21;19.5;
2019-07-22;21.8;
2019-07-23;21.3;
2019-07-24;20.2;
2019-07-25;18.9;
2019-07-26;14.1;
2019-07-27;9.1;
2019-07-28;13.5;
2019-07-29;16.9;
2019-07-30;17.4;
2019-07-31;18.3;
2019-08-01;20.1;
2019-08-02;10.1;
2019-08-03;6.2;
2019-08-04;7.6;
2019-08-05;10.3;
2019-08-06;17.2;
2019-08-07;20.7;
2019-08-08;21.7;
2019-08-09;22.2;
2019-08-10;14.3;
2019-08-11;null;
2019-08-12;null;
2019-08-13;12;
2019-08-14;7.4;
2019-08-15;12.8;
2019-08-16;19.7;
2019-08-17;21.2;
2019-08-18;20.1;
2019-08-19;11.4;
2019-08-20;14.1;
2019-08-21;13.3;
2019-08-22;15;
2019-08-23;13.6;
2019-08-24;13.7;
2019-08-25;15.7;
2019-08-26;15.8;
2019-08-27;18.7;
2019-08-28;20.3;
2019-08-29;22.6;
2019-08-30;24.2;
2019-08-31;17.2;
2019-09-01;14.3;
2019-09-02;13.6;
2019-09-03;15.3;
2019-09-04;14.5;
2019-09-05;13.4;
2019-09-06;15.7;
2019-09-07;22.9;
2019-09-08;27.1;
2019-09-09;28.3;
2019-09-10;25.9;
2019-09-11;25;
2019-09-12;16.7;
2019-09-13;15.3;
2019-09-14;19;
2019-09-15;25.6;
2019-09-16;28.7;
2019-09-17;24.1;
2019-09-18;16.7;
2019-09-19;17.4;
2019-09-20;17.4;
2019-09-21;16.2;
2019-09-22;16.4;
2019-09-23;15.8;
2019-09-24;14.8;
2019-09-25;17.3;
2019-09-26;19.2;
2019-09-27;19.3;
2019-09-28;20.3;
2019-09-29;22.9;
2019-09-30;24;
2019-10-01;26.8;
2019-10-02;26.1;
2019-10-03;19.8;
2019-10-04;21.6;
2019-10-05;18;
2019-10-06;15;
2019-10-07;18.4;
2019-10-08;20.7;
2019-10-09;21.8;
2019-10-10;23.8;
2019-10-11;26.4;
2019-10-12;28.4;
2019-10-13;26.1;
2019-10-14;23.2;
2019-10-15;18.2;
2019-10-16;18.9;
2019-10-17;23;
2019-10-18;20.5;
2019-10-19;20.5;
2019-10-20;19.1;
2019-10-21;17.5;
2019-10-22;16.1;
2019-10-23;19.7;
2019-10-24;22.4;
2019-10-25;22.8;
2019-10-26;24.4;
2019-10-27;23.4;
2019-10-28;20.2;
2019-10-29;24.5;
2019-10-30;26.4;
2019-10-31;20.1;
2019-11-01;23.6;
2019-11-02;25.5;
2019-11-03;23.6;
2019-11-04;24.6;
2019-11-05;20.2;
2019-11-06;21.7;
2019-11-07;20.6;
2019-11-08;21.3;
2019-11-09;23.8;
2019-11-10;21.9;
2019-11-11;23.2;
2019-11-12;23.4;
2019-11-13;20.4;
2019-11-14;20;
2019-11-15;20.5;
2019-11-16;21;
2019-11-17;22.4;
2019-11-18;24.1;
2019-11-19;24.9;
2019-11-20;25.8;
2019-11-21;26;
2019-11-22;25.9;
2019-11-23;22.7;
2019-11-24;20.5;
2019-11-25;22.1;
2019-11-26;20.8;
2019-11-27;20.2;
2019-11-28;19.6;
2019-11-29;22.6;
2019-11-30;24.6;
2019-12-01;23.7;
2019-12-02;21.6;
2019-12-03;21.7;
2019-12-04;21;
2019-12-05;19.9;
2019-12-06;19.6;
2019-12-07;21.4;
2019-12-08;22.5;
2019-12-09;21.7;
2019-12-10;23.4;
2019-12-11;24.1;
2019-12-12;22.7;
2019-12-13;23.3;
2019-12-14;24.5;
2019-12-15;24;
2019-12-16;19.2;
2019-12-17;19.5;
2019-12-18;20.6;
2019-12-19;22.3;
2019-12-20;23.1;
2019-12-21;20.3;
2019-12-22;19;
2019-12-23;20;
2019-12-24;22.6;
2019-12-25;25.6;
2019-12-26;27.1;
2019-12-27;27.6;
2019-12-28;27.2;
2019-12-29;26.9;
2019-12-30;26.2;
2019-12-31;25.7;
2020-01-01;23.8;
2020-01-02;23.4;
2020-01-03;22.4;
2020-01-04;23.5;
2020-01-05;22.9;
2020-01-06;24.5;
2020-01-07;25.2;
2020-01-08;26.5;
2020-01-09;26.6;
2020-01-10;25.2;
2020-01-11;23.7;
2020-01-12;25.8;
2020-01-13;26.1;
2020-01-14;25.1;
2020-01-15;24.1;
2020-01-16;22;
2020-01-17;20.1;
2020-01-18;23;
2020-01-19;24.8;
2020-01-20;25.1;
2020-01-21;23.2;
2020-01-22;19.6;
2020-01-23;20.3;
2020-01-24;21.5;
2020-01-25;23.4;
2020-01-26;24.7;
2020-01-27;25.4;
2020-01-28;25;
2020-01-29;22.6;
2020-01-30;20.2;
2020-01-31;22.2;
2020-02-01;23.5;
2020-02-02;22.5;
2020-02-03;22;
2020-02-04;23.7;
2020-02-05;24.6;
2020-02-06;25.3;
2020-02-07;24.3;
2020-02-08;24.2;
2020-02-09;23.6;
2020-02-10;21.4;
2020-02-11;22.6;
2020-02-12;22.3;
2020-02-13;22.9;
2020-02-14;23.3;
2020-02-15;22.1;
2020-02-16;22.2;
2020-02-17;26;
2020-02-18;25.5;
2020-02-19;23.6;
2020-02-20;23.4;
2020-02-21;20.7;
2020-02-22;16.8;
2020-02-23;20;
2020-02-24;23.8;
2020-02-25;22.1;
2020-02-26;20.5;
2020-02-27;18.7;
2020-02-28;20.8;
2020-02-29;22.3;
2020-03-01;21.7;
2020-03-02;21;
2020-03-03;20.8;
2020-03-04;22;
2020-03-05;21.8;
2020-03-06;22.6;
2020-03-07;22.9;
2020-03-08;21.9;
2020-03-09;24.5;
2020-03-10;25.2;
2020-03-11;25.5;
2020-03-12;26.1;
2020-03-13;27.4;
2020-03-14;27.7;
2020-03-15;27.2;
2020-03-16;26.4;
2020-03-17;26.6;
2020-03-18;22.9;
2020-03-19;21.1;
2020-03-20;20.5;
2020-03-21;21.1;
2020-03-22;23.2;
2020-03-23;23;
2020-03-24;22;
2020-03-25;22;
2020-03-26;22.4;
2020-03-27;22.8;
2020-03-28;22.4;
2020-03-29;23.4;
2020-03-30;23.7;
2020-03-31;24.8;
2020-04-01;25.3;
2020-04-02;22;
2020-04-03;14.8;
2020-04-04;16.6;
2020-04-05;21;
2020-04-06;19.5;
2020-04-07;16.6;
2020-04-08;14.6;
